pock_volume	pock_volume_st	pock_asa	pock_asa_st	pock_pol_asa	pock_pol_asa_st	pock_apol_asa	pock_apol_asa_st	pock_asa22	pock_asa22_st	pock_pol_asa22	pock_pol_asa22_st	pock_apol_asa22	pock_apol_asa22_st	nb_as	nb_as_st	mean_as_ray	mean_as_ray_st	mean_as_solv_acc	mean_as_solv_acc_st	apol_as_prop	apol_as_prop_st	mean_loc_hyd_dens	mean_loc_hyb_dens_st	hydrophobicity_score	hydrophobicity_score_st	volume_score	volume_score_st	polarity_score	polarity_score_st	charge_score	charge_score_st	prop_polar_atm	prop_polar_atm_st	as_density	as_density_st	as_max_dst	as_max_dst_st	convex_hull_volume	convex_hull_volume_st	nb_abpa	nb_abpa_st	ala	ala_st	arg	arg_st	asn	asn_st	asp	asp_st	cys	cys_st	gln	gln_st	glu	glu_st	gly	gly_st	his	his_st	ile	ile_st	leu	leu_st	lys	lys_st	met	met_st	phe	phe_st	pro	pro_st	ser	ser_st	thr	thr_st	trp	trp_st	tyr	tyr_st	val	val_st	rog_pro_noh	rog_pro_noh_sd	rog_pro_bb	rog_pro_bb_sd	rog_pro_ca	rog_pro_ca_sd	rog_bs_noh	rog_bs_noh_sd	rog_bs_bb	rog_bs_bb_sd	rog_bs_ca	rog_bs_ca_sd	rmsd_pro_noh	rmsd_pro_noh_sd	rmsd_pro_bb	rmsd_pro_bb_st	rmsd_pro_ca	rmsd_pro_ca_sd	rmsd_bs_noh	rmsd_bs_noh_sd	rmsd_bs_bb	rmsd_bs_bb_sd	rmsd_bs_ca	rmsd_bs_ca_sd	b_para	b_anti	h_3-10	halpha	h_pi	turn	bend	random-coil	ip	molecular-weight	aromaticity	instability	gravy	%g	%a	%v	%l	%i	%p	%f	%m	%w				
472.784	142.599	286.539	79.437	164.89	48.694	121.649	41.618	162.165	51.852	97.219	36.757	64.947	27.949	145.418	52.63	3.897	0.292	0.477	0.053	0.209	0.151	25.966	23.503	12.278	5.5	3.541	0.406	9.731	2.036	1.908	0.831	49.97	6.109	4.416	1.196	10.768	2.874	90.253	64.958	8.434	2.551	0	0	0.271	0.447	0	0	0.641	0.589	1.63	0.822	1.903	0.348	0	0	1.674	0.561	0.924	0.267	0	0	0	0	1.354	0.679	0	0	0.995	0.077	0	0	2.926	0.354	0.9	0.301	0	0	0.812	0.816	0.484	0.5	16.896	0.047	16.263	0.05	16.277	0.049	7.213	0.108	7.82	0.128	7.468	0.129	1.6	0.103	1.087	0.076	1.028	0.077	1.143	0.216	0.652	0.079	0.606	0.093	0.0084	0.3217	0.0268	0.0573	0	0.1764	0.1415	0.2679	5.088	19630.057	0.085714286	55.03657143	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	1.3	1.4	WLEK0343	WLEK0343
409.096	116.9	268.259	68.756	160.046	44.853	108.212	31.819	147.783	47.055	95.29	34.339	52.493	21.311	86.82	38.634	4.03	0.175	0.506	0.05	0.161	0.119	9.242	9.602	17.954	7.742	3.302	0.359	7.601	1.953	1.28	1.112	53.742	4.801	4.318	1.301	10.885	2.919	57.061	46.829	6.94	2.496	0	0	0.52	0.5	0.001	0.032	0.604	0.598	2.076	1.048	0.823	0.824	0	0	1.623	0.634	0.864	0.344	0	0	0	0	0.5	0.694	0	0	0.997	0.063	0.027	0.162	2.946	0.244	0.966	0.184	0	0	0.377	0.644	0.906	0.732	17.013	0.061	16.391	0.063	16.4	0.061	7.556	0.152	8.132	0.133	7.793	0.14	1.687	0.12	1.265	0.117	1.238	0.113	1.414	0.212	1.063	0.164	1.039	0.163	0.0083	0.3304	0.0277	0.053	0	0.1771	0.1246	0.2789	5.101	19628.0842	0.085714286	59.23942857	-0.324571429	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.028571429	0.04	0.017142857	1.9	1.3	WLEK0346	WLEK0346
474.531	123.312	299.547	71.971	161.785	51.451	137.762	40.168	162.43	50.917	89.645	37.297	72.785	30.034	141.337	44.657	3.888	0.089	0.46	0.033	0.267	0.131	29.554	20.067	11.218	4.072	3.596	0.293	9.78	1.753	1.783	0.625	48.329	5.789	4.865	1.061	12.052	2.623	93.501	60.301	8.792	2.638	0.003	0.055	0.056	0.234	0	0	0.947	0.499	1.623	0.688	1.363	0.53	0	0	1.791	0.59	0.939	0.241	0	0	0	0	1.735	0.529	0	0	0.993	0.089	0.002	0.045	2.951	0.235	0.667	0.472	0	0	1.122	0.739	0.23	0.426	16.954	0.054	16.333	0.056	16.346	0.055	7.186	0.105	7.688	0.113	7.312	0.115	1.664	0.133	1.242	0.126	1.221	0.131	1.167	0.119	0.814	0.11	0.744	0.125	0.0084	0.3381	0.025	0.0507	0	0.1951	0.1315	0.2512	4.948	19578.9671	0.085714286	55.38171429	-0.353142857	0.074285714	0.062857143	0.068571429	0.074285714	0.057142857	0.068571429	0.022857143	0.04	0.017142857	2.5	3.2	WLEK0347	WLEK0347
390.913	162.924	248.211	98.144	150.142	58.1	98.069	47.298	138.238	66.818	83.851	42.97	54.388	31.905	96.941	49.575	3.912	0.395	0.48	0.063	0.126	0.126	10.959	15.207	13.889	5.552	3.36	0.563	8.418	2.787	1.243	1.089	53.467	7.528	3.94	1.692	9.944	3.928	68.343	71.918	7.363	2.731	0.003	0.055	0.113	0.317	0	0	0.508	0.629	1.458	0.839	1.722	0.56	0	0	1.649	0.61	0.712	0.453	0	0	0	0	0.926	0.873	0	0	0.976	0.156	0.015	0.122	2.906	0.397	0.706	0.456	0	0	0.825	1.051	0.366	0.498	16.998	0.063	16.379	0.065	16.387	0.063	7.295	0.153	7.902	0.135	7.554	0.142	1.736	0.122	1.273	0.105	1.248	0.103	1.195	0.151	0.831	0.134	0.773	0.147	0.0085	0.3346	0.025	0.0509	0	0.1755	0.1386	0.2669	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	1.2	1.1	WLEK0348	WLEK0348
466.373	127.398	286.239	76.245	150.048	42.442	136.191	43.756	156.922	50.451	80.724	29.811	76.198	30.292	132.319	47.508	3.914	0.159	0.472	0.042	0.27	0.143	30.938	22.137	9.3	4.582	3.641	0.353	10.335	2.036	1.482	0.796	48.304	5.219	4.755	1.113	11.639	2.729	87.03	59.13	9.025	2.534	0	0	0.057	0.236	0.001	0.032	1.144	0.62	1.247	0.529	1.847	0.378	0	0	1.772	0.697	0.892	0.312	0	0	0	0	1.677	0.641	0	0	0.98	0.143	0.007	0.083	2.933	0.312	0.551	0.498	0	0	1.233	0.78	0.252	0.434	16.937	0.056	16.316	0.058	16.331	0.057	7.233	0.113	7.735	0.112	7.356	0.12	1.663	0.136	1.195	0.132	1.168	0.123	1.175	0.123	0.85	0.103	0.758	0.116	0.0085	0.3305	0.02	0.0528	0	0.1766	0.1481	0.2635	5.101	19658.1102	0.085714286	57.05828571	-0.346285714	0.074285714	0.062857143	0.051428571	0.074285714	0.074285714	0.068571429	0.022857143	0.04	0.017142857	0.5	0.2	WLEK0349	WLEK0349
410.322	166.591	261.987	99.809	138.025	62.583	123.962	46.175	139.611	66.278	80.774	43.723	58.837	31.731	97.498	58.066	3.89	0.177	0.469	0.059	0.262	0.149	18.999	16.632	10.944	5.65	3.374	0.499	8.776	2.711	1.008	1.111	48.977	5.982	4.41	1.48	11.18	3.602	71.452	62.532	7.499	2.873	0.007	0.083	0.12	0.328	0	0	0.967	0.638	1.403	0.737	1.509	0.613	0	0	2.21	0.828	0.798	0.402	0	0	0	0	1.057	0.889	0	0	0.85	0.358	0.042	0.201	2.683	0.519	0.565	0.496	0	0	1.077	0.957	0.317	0.468	16.95	0.05	16.32	0.051	16.333	0.051	7.251	0.117	7.77	0.115	7.47	0.145	1.624	0.117	1.165	0.116	1.136	0.116	1.406	0.269	1.139	0.293	1.056	0.297	0.0085	0.3262	0.0258	0.0537	0	0.171	0.1514	0.2634	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.0	0.1	WLEK0350	WLEK0350
459.998	140.721	284.229	82.028	162.408	48.92	121.821	41.058	151.535	51.378	97.368	37.046	54.167	24.237	132.906	61.707	3.909	0.213	0.483	0.055	0.181	0.124	18.463	19.083	17.648	5.44	3.553	0.345	9.007	2.038	1.859	0.872	48.15	4.789	4.33	1.116	10.446	2.809	87.296	65.56	7.869	2.754	0	0	0.263	0.443	0	0	0.545	0.604	2.301	0.967	1.035	0.381	0	0	1.891	0.484	0.922	0.27	0	0	0	0	1.219	0.661	0	0	0.993	0.089	0.009	0.094	2.899	0.354	0.846	0.362	0	0	1.278	0.894	0.448	0.501	16.857	0.044	16.228	0.05	16.237	0.049	7.205	0.097	7.794	0.096	7.424	0.106	1.594	0.121	1.032	0.088	0.996	0.088	1.316	0.177	0.7	0.107	0.694	0.138	0.0085	0.3292	0.0227	0.0555	0	0.1832	0.1309	0.27	5.101	19630.057	0.085714286	57.89257143	-0.349714286	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.022857143	0.04	0.017142857	0.9	1.3	WLEK0358	WLEK0358
591.881	144.911	383.81	88.009	202.976	47.792	180.835	53.963	198.172	57.098	109.097	36.4	89.075	34.051	169.701	52.558	3.997	0.096	0.469	0.036	0.178	0.1	23.549	17.828	18.018	3.894	3.533	0.291	10.056	2.015	1.98	0.863	49.73	3.873	4.992	0.987	12.499	2.316	143.012	84.86	9.168	2.573	0	0	0.799	0.43	0	0	0.845	0.606	3.255	0.77	1.291	0.557	0	0	2.231	0.617	0.982	0.137	0	0	0	0	1.044	0.638	0	0	0.999	0.045	0.012	0.109	2.989	0.126	0.948	0.224	0	0	1.158	0.976	0.967	0.556	16.996	0.055	16.342	0.057	16.354	0.057	7.427	0.182	7.932	0.157	7.627	0.173	1.714	0.13	1.25	0.109	1.214	0.109	1.31	0.138	0.949	0.174	0.915	0.183	0.0081	0.3341	0.0269	0.0613	0	0.1787	0.1235	0.2674	5.112	19690.0875	0.091428571	61.28685714	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	4.1	7.4	WLEK0362	WLEK0362
412.459	136.905	267.355	79.822	138.476	47.518	128.879	43.414	153.045	53.864	80.634	34.415	72.412	31.036	104.873	47.393	3.868	0.325	0.46	0.06	0.341	0.182	30.178	20.384	11.89	5.127	3.76	0.476	8.738	2.191	1.837	0.634	45.966	6.895	4.33	1.273	11.209	3.148	72.214	54.512	6.884	2.722	0.004	0.063	0.052	0.235	0	0	0.854	0.424	1.178	0.66	0.927	0.415	0	0	1.449	0.565	0.92	0.273	0	0	0	0	1.719	0.567	0.002	0.045	0.961	0.196	0.003	0.055	2.509	0.657	0.496	0.5	0	0	1.261	0.767	0.139	0.346	16.98	0.064	16.363	0.063	16.373	0.063	7.278	0.113	7.775	0.105	7.403	0.11	1.789	0.156	1.283	0.128	1.258	0.13	1.406	0.197	1.045	0.175	1.061	0.212	0.0085	0.3296	0.0227	0.0547	0	0.1824	0.1401	0.262	4.949	19514.9232	0.085714286	59.02857143	-0.302857143	0.08	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.028571429	0.04	0.017142857	2.1	0.8	WLEK0369	WLEK0369
407.118	143.785	249.118	84.54	144.669	50.259	104.449	42.639	138.611	57.499	78.963	37.166	59.648	29.828	119.948	47.895	3.891	0.292	0.474	0.05	0.158	0.124	17.046	16.074	9.748	4.394	3.54	0.451	9.535	2.392	1.476	0.91	48.86	6.695	4.385	1.545	10.47	3.434	65.814	53.595	7.229	2.381	0	0	0.046	0.209	0.002	0.045	0.823	0.552	1.3	0.547	1.887	0.355	0	0	1.394	0.539	0.777	0.417	0	0	0	0	1.476	0.821	0	0	0.987	0.117	0.002	0.045	2.962	0.282	0.7	0.459	0	0	0.862	0.741	0.127	0.333	16.907	0.045	16.257	0.043	16.267	0.043	7.297	0.092	7.838	0.088	7.455	0.092	1.545	0.119	1.07	0.115	1.039	0.113	1.05	0.125	0.695	0.072	0.615	0.086	0.0085	0.3263	0.0232	0.0545	0	0.1823	0.1388	0.2664	5.293	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.9	0.9	WLEK0389	WLEK0389
467.793	107.007	307.511	64.71	193.023	46.943	114.488	34.247	162.814	46.217	108.259	36.567	54.555	23.191	134.795	43.658	3.952	0.167	0.485	0.053	0.089	0.072	6.96	7.823	17.064	4.445	3.356	0.248	8.061	1.44	2.058	1.055	52.123	4.997	4.406	0.791	10.868	2.077	86.589	46.371	8.298	2.232	0	0	0.487	0.529	0	0	0.375	0.582	2.981	0.914	1.706	0.537	0	0	1.882	0.464	0.97	0.173	0	0	0	0	0.976	0.459	0	0	0.996	0.071	0.002	0.045	2.971	0.234	0.37	0.483	0	0	0.206	0.449	0.821	0.419	16.854	0.046	16.207	0.046	16.22	0.045	7.136	0.116	7.73	0.112	7.379	0.113	1.676	0.128	1.081	0.11	1.06	0.112	1.452	0.151	0.654	0.089	0.606	0.101	0.0084	0.3321	0.0186	0.0533	0	0.1842	0.1307	0.2727	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.2	0.0	WLEK0391	WLEK0391
451.912	139.853	266.274	76.848	143.869	45.157	122.406	41.788	153.126	52.949	83.804	35.512	69.322	29.408	149.298	55.861	3.901	0.098	0.477	0.04	0.254	0.15	32.6	25.185	10.327	4.787	3.49	0.305	9.7	1.951	1.827	0.741	48.911	4.807	4.37	1.225	10.434	2.671	78.262	57.125	8.385	2.428	0	0	0.101	0.311	0	0	0.72	0.539	1.521	0.675	1.899	0.341	0	0	1.774	0.518	0.914	0.282	0	0	0	0	1.532	0.722	0	0	0.997	0.063	0	0	2.953	0.244	0.882	0.324	0	0	0.699	0.723	0.253	0.437	16.922	0.056	16.296	0.055	16.303	0.055	7.211	0.101	7.822	0.119	7.468	0.116	1.639	0.133	1.132	0.113	1.091	0.113	1.05	0.147	0.652	0.07	0.619	0.09	0.0085	0.3289	0.0258	0.0518	0	0.1658	0.1522	0.267	4.949	19544.9492	0.085714286	58.54342857	-0.324571429	0.08	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.8	0.6	WLEK0393	WLEK0393
433.707	146.352	272.273	87.883	161.276	53.326	110.997	44.815	145.133	56.262	89.804	37.161	55.328	30.798	143.003	58.789	3.886	0.209	0.477	0.054	0.153	0.124	15.043	16.267	13.212	5.188	3.446	0.363	9.234	2.162	1.883	1.012	50.672	5.267	4.258	1.379	10.368	3.138	85.526	71.263	8.674	2.982	0.006	0.077	0.426	0.514	0	0	0.584	0.624	2.169	1.041	1.869	0.407	0	0	1.859	0.532	0.911	0.286	0	0	0	0	1.13	0.655	0	0	0.974	0.162	0	0	2.856	0.426	0.842	0.366	0	0	0.616	0.769	0.432	0.496	16.911	0.05	16.275	0.055	16.282	0.053	7.159	0.106	7.712	0.101	7.346	0.109	1.592	0.135	1.082	0.135	1.055	0.136	1.31	0.141	0.653	0.081	0.617	0.096	0.0084	0.335	0.0179	0.0709	0	0.1777	0.13	0.2601	5.101	19660.126	0.085714286	58.75428571	-0.317142857	0.074285714	0.062857143	0.057142857	0.08	0.068571429	0.062857143	0.022857143	0.04	0.017142857	0.4	0.1	WLEK0394	WLEK0394
455.04	142.688	290.463	86.582	166.237	49.934	124.226	45.585	144.897	55.18	85.41	34.006	59.488	31.419	153.692	54.81	3.854	0.197	0.469	0.045	0.16	0.102	17.115	15.825	13.705	4.891	3.458	0.335	9.56	2.064	1.913	0.871	49.796	4.992	4.558	1.172	11.036	2.809	97.071	73.263	9.429	2.781	0	0	0.362	0.483	0.005	0.071	0.62	0.593	2.232	1	1.807	0.421	0	0	1.948	0.517	0.939	0.241	0	0	0	0	1.232	0.634	0	0	0.997	0.063	0.002	0.045	2.915	0.335	0.933	0.252	0	0	0.747	0.801	0.468	0.526	16.95	0.05	16.302	0.054	16.314	0.052	7.206	0.135	7.687	0.105	7.329	0.106	1.573	0.126	1.109	0.11	1.075	0.107	1.273	0.171	0.74	0.107	0.711	0.121	0.0085	0.3349	0.0237	0.0572	0	0.1772	0.1362	0.2623	5.293	19641.0599	0.085714286	58.32342857	-0.381142857	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	4.4	7.6	WLEK0396	WLEK0396
463.297	135.332	290.48	79.531	151.837	52.753	138.643	40.131	152.816	52.881	82.933	36.393	69.883	29.755	161	58.005	3.852	0.155	0.466	0.047	0.287	0.134	33.627	19.909	14.727	4.977	3.684	0.328	10.07	2.226	2.06	0.738	47.083	4.664	4.754	1.096	11.492	2.775	94.517	65.181	9.073	2.46	0.001	0.032	0.203	0.405	0	0	0.756	0.507	2.256	0.726	1.387	0.608	0	0	1.43	0.517	0.957	0.205	0	0	0	0	1.656	0.641	0	0	0.998	0.055	0.001	0.032	2.901	0.331	0.928	0.26	0	0	1.282	0.965	0.283	0.457	16.894	0.052	16.278	0.053	16.287	0.052	7.217	0.104	7.841	0.109	7.525	0.108	1.625	0.147	1.079	0.098	1.05	0.099	0.984	0.118	0.713	0.113	0.708	0.127	0.0083	0.3401	0.0287	0.0641	0	0.1732	0.1314	0.2542	5.101	19658.1102	0.085714286	60.18628571	-0.347428571	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	4.0	7.2	WLEK0397	WLEK0397
561.813	144.966	332.96	82.395	161.178	43.269	171.782	47.995	192.129	53.447	97.389	34.406	94.74	28.463	166.42	53.782	3.948	0.095	0.473	0.035	0.3	0.126	38.451	22.426	13.922	6.688	3.634	0.301	10.708	2.043	2.018	0.796	45.039	4.497	4.886	0.987	12.317	2.412	123.155	73.754	9.382	2.54	0.004	0.063	0.281	0.506	0.006	0.077	0.943	0.614	2.433	1.201	1.592	0.506	0	0	2.087	0.46	0.974	0.162	0	0	0	0	1.706	0.58	0	0	0.997	0.063	0	0	2.961	0.229	0.787	0.41	0	0	1.458	1.037	0.467	0.499	17.006	0.066	16.364	0.069	16.372	0.069	7.226	0.126	7.824	0.102	7.454	0.096	1.843	0.246	1.382	0.235	1.35	0.232	1.222	0.163	0.897	0.158	0.87	0.186	0.0074	0.3366	0.0254	0.0624	0	0.1683	0.1385	0.2614	5.101	19686.1236	0.085714286	60.18628571	-0.350857143	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.1	0.1	WLEK0399	WLEK0399
374.779	153.703	240.218	91.028	125.577	48.844	114.641	47.895	118.629	56.23	58.377	30.921	60.252	31.154	107.221	50.498	3.752	0.657	0.459	0.092	0.221	0.176	21.231	20.026	13.388	5.454	3.474	0.744	8.996	2.905	1.459	0.852	47.439	10.155	4.181	1.603	10.465	4.157	64.433	57.171	7.504	2.823	0.001	0.032	0.037	0.189	0	0	0.693	0.579	1.318	0.667	1.318	0.641	0	0	1.774	0.706	0.852	0.356	0	0	0	0	1.263	0.824	0	0	0.957	0.205	0.003	0.055	2.739	0.705	0.807	0.395	0	0	1.287	0.925	0.17	0.378	16.895	0.044	16.271	0.046	16.285	0.045	7.233	0.103	7.81	0.107	7.461	0.108	1.594	0.117	1.076	0.082	1.04	0.075	1.127	0.164	0.827	0.13	0.782	0.151	0.0084	0.3284	0.0285	0.0531	0	0.1788	0.1415	0.2613	5.101	19526.9108	0.085714286	55.43485714	-0.313714286	0.08	0.062857143	0.057142857	0.08	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	1.8	1.5	WLEK0403	WLEK0403
445.232	140.898	271.938	81.552	138.291	49.712	133.647	40.617	153.162	56.179	85.633	39.971	67.529	28.479	136.837	52.012	3.93	0.099	0.483	0.039	0.266	0.129	30.08	21.167	18.778	5.28	3.631	0.364	9.678	2.431	1.498	0.983	46.599	4.017	4.067	1.283	10.459	3.192	76.585	58.578	7.726	2.312	0	0	0.077	0.267	0	0	0.511	0.621	2.39	0.693	1.598	0.507	0	0	1.477	0.551	0.796	0.404	0	0	0	0	1.136	0.766	0	0	0.994	0.083	0	0	2.971	0.192	0.957	0.205	0	0	1.632	1.095	0.349	0.489	16.866	0.049	16.232	0.051	16.239	0.05	7.222	0.108	7.836	0.095	7.5	0.094	1.62	0.118	1.063	0.08	1.031	0.08	1.146	0.148	0.767	0.103	0.739	0.113	0.0084	0.3313	0.0239	0.0533	0	0.1823	0.1416	0.2592	5.293	19626.0452	0.085714286	55.21485714	-0.337142857	0.074285714	0.062857143	0.057142857	0.08	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	2.9	4.6	WLEK0404	WLEK0404
416.952	140.283	254.297	81.083	137.221	49.09	117.076	39.762	145.107	54.23	76.576	35.145	68.53	29.528	111.042	50.256	4.013	0.207	0.514	0.058	0.171	0.107	14.82	14.078	13.53	5.685	3.379	0.395	9.038	2.358	0.855	1.111	51.295	5.029	3.893	1.372	10.185	3.212	65.432	60.502	8.285	2.5	0.004	0.063	0.091	0.294	0	0	0.852	0.635	1.819	0.73	1.942	0.269	0	0	1.554	0.632	0.801	0.4	0	0	0	0	0.815	0.916	0	0	0.997	0.063	0.001	0.032	2.919	0.298	0.865	0.343	0	0	0.753	0.873	0.439	0.533	16.89	0.045	16.238	0.045	16.25	0.045	7.447	0.133	8.034	0.121	7.704	0.114	1.668	0.123	1.083	0.092	1.065	0.092	1.446	0.197	0.943	0.121	0.89	0.136	0.0084	0.3346	0.0247	0.0569	0	0.1771	0.1354	0.2629	4.961	19645.0684	0.085714286	59.424	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.8	1.0	WLEK0405	WLEK0405
326.713	177.096	234.706	112.65	140.261	66.774	94.445	54.212	116.68	65.372	72.346	41.493	44.334	31.386	104.946	65.435	3.559	0.947	0.419	0.13	0.173	0.154	16.788	18.542	12.817	6.968	3.421	1.036	7.492	3.353	1.537	0.934	50.614	16.249	3.76	1.87	9.42	4.714	68.46	71.47	7.149	4.088	0.004	0.063	0.102	0.306	0	0	0.622	0.591	1.137	0.927	1.158	0.59	0	0	1.434	0.755	0.832	0.375	0	0	0	0	1.225	0.748	0	0	0.829	0.377	0	0	2.126	1.041	0.561	0.497	0	0	0.866	0.864	0.411	0.498	16.986	0.06	16.393	0.061	16.405	0.062	7.214	0.13	7.656	0.114	7.29	0.125	1.756	0.148	1.299	0.128	1.255	0.118	1.244	0.195	1.014	0.191	0.998	0.221	0.0085	0.3379	0.0277	0.053	0	0.1798	0.1416	0.2515	4.735	19545.934	0.085714286	59.644	-0.324571429	0.08	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.2	0.3	WLEK0406	WLEK0406
442.928	143.19	272.535	86.966	140.923	48.119	131.612	47.882	147.501	55.397	79.179	34.592	68.322	31.277	123.491	55.155	3.915	0.176	0.494	0.052	0.198	0.116	16.843	15.121	17.361	5.382	3.481	0.344	8.828	2.339	1.825	0.991	46.875	4.735	4.538	1.278	10.761	2.743	89.146	69.514	8.512	2.903	0.004	0.063	0.42	0.496	0	0	0.612	0.653	2.813	0.937	1.282	0.494	0	0	1.771	0.44	0.918	0.276	0	0	0	0	1.099	0.697	0	0	0.959	0.201	0	0	2.835	0.426	0.772	0.42	0	0	0.89	0.874	0.603	0.49	16.981	0.056	16.304	0.053	16.311	0.052	7.133	0.131	7.657	0.122	7.304	0.132	1.622	0.1	1.102	0.084	1.058	0.086	1.305	0.204	0.813	0.167	0.805	0.181	0.0084	0.3386	0.0263	0.0594	0	0.1809	0.1266	0.2598	5.293	19703.0895	0.091428571	58.32342857	-0.390285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	2.6	4.4	WLEK0408	WLEK0408
472.124	122.687	304.115	73.615	172.691	47.148	131.423	39.362	147.568	48.194	88.921	34.364	58.648	27.285	182.064	62.269	3.882	0.107	0.454	0.039	0.173	0.104	23.406	19.369	14.728	4.417	3.463	0.272	9.515	1.824	1.888	0.838	47.353	3.95	4.493	1.006	10.921	2.245	101.194	68.038	9.021	2.744	0	0	0.384	0.487	0	0	0.751	0.596	2.64	0.879	1.341	0.501	0	0	1.989	0.491	0.971	0.171	0	0	0	0	1.284	0.591	0	0	0.998	0.055	0.006	0.077	2.972	0.19	0.948	0.224	0	0	0.864	0.728	0.404	0.499	16.92	0.044	16.258	0.044	16.272	0.044	7.218	0.113	7.746	0.099	7.402	0.099	1.612	0.097	1.097	0.09	1.047	0.09	1.217	0.127	0.622	0.086	0.58	0.099	0.0084	0.3216	0.0206	0.0646	0	0.1703	0.1405	0.274	5.293	19675.0761	0.091428571	58.32342857	-0.386857143	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	2.1	3.4	WLEK0409	WLEK0409
333.356	151.48	210.039	87.852	118.727	54.541	91.312	45.354	114.298	57.093	68.039	40.462	46.259	28.121	69.076	45.694	3.908	0.259	0.5	0.074	0.202	0.178	11.117	13.072	15.741	6.783	3.437	0.574	7.593	3.046	1.137	1.273	50.453	7.714	3.861	1.775	9.233	3.881	51.143	57.601	6.35	2.895	0	0	0.158	0.37	0	0	0.553	0.629	1.314	1.018	0.825	0.761	0	0	1.287	0.531	0.572	0.495	0	0	0	0	0.96	0.935	0	0	0.954	0.212	0	0	2.748	0.506	0.863	0.345	0	0	0.914	0.916	0.254	0.458	16.974	0.059	16.358	0.063	16.367	0.062	7.321	0.13	7.957	0.113	7.614	0.121	1.745	0.178	1.284	0.182	1.257	0.179	1.313	0.182	1.045	0.237	1.033	0.232	0.0082	0.332	0.028	0.0546	0	0.1725	0.1325	0.2722	5.101	19658.1102	0.085714286	60.18628571	-0.347428571	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	1.7	2.4	WLEK0410	WLEK0410
433.848	139.483	272.062	82.074	145.567	49.313	126.495	42.49	144.092	56.177	85.453	37.649	58.64	29.056	105.86	44.841	3.997	0.11	0.477	0.055	0.209	0.113	16.271	12.427	13.574	5.771	3.226	0.37	8.383	2.359	0.515	1.082	48.751	5.084	4.105	1.334	10.24	3.215	70.972	58.099	7.888	2.387	0	0	0.099	0.302	0	0	0.988	0.662	1.966	0.968	1.372	0.574	0	0	2.127	0.643	0.703	0.457	0	0	0	0	0.701	0.799	0	0	0.994	0.083	0.012	0.109	2.844	0.382	0.953	0.214	0	0	0.723	0.795	0.382	0.533	17.061	0.066	16.424	0.068	16.433	0.067	7.459	0.14	7.963	0.115	7.646	0.121	1.702	0.118	1.254	0.106	1.228	0.107	1.275	0.186	1.015	0.159	0.956	0.177	0.0084	0.3405	0.024	0.047	0	0.1868	0.1288	0.2645	5.101	19720.1398	0.091428571	60.18628571	-0.356571429	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.04	0.017142857	0.7	0.9	WLEK0411	WLEK0411
